split,stem,n_boxes,classes,snr_db,image_compressed_bits,raw_spectrogram_8bit_bits,raw_iq_12bit_bits,semantic_box_bits
val,000000001621,1,P1,20.0,115080,131072,24000000,281
val,000000001622,0,,-12.0,112824,131072,24000000,209
val,000000001623,1,P1,-12.0,136680,131072,24000000,281
val,000000001624,1,Barker,-20.0,114504,131072,24000000,281
val,000000001625,0,,4.0,113432,131072,24000000,209
val,000000001626,0,,-4.0,111192,131072,24000000,209
val,000000001627,0,,20.0,113248,131072,24000000,209
val,000000001628,1,Rect,-4.0,112336,131072,24000000,281
val,000000001629,0,,-12.0,113280,131072,24000000,209
val,000000001630,0,,20.0,113736,131072,24000000,209
val,000000001631,0,,-12.0,112240,131072,24000000,209
val,000000001632,1,P2,-4.0,112024,131072,24000000,281
val,000000001633,1,Barker,-12.0,136248,131072,24000000,281
val,000000001634,0,,-4.0,112520,131072,24000000,209
val,000000001635,1,LFM,-4.0,115024,131072,24000000,281
val,000000001636,1,Barker,-4.0,111872,131072,24000000,281
val,000000001637,0,,4.0,112736,131072,24000000,209
val,000000001638,0,,20.0,113760,131072,24000000,209
val,000000001639,0,,-12.0,113104,131072,24000000,209
val,000000001640,0,,-4.0,113000,131072,24000000,209
val,000000001641,1,P1,20.0,113992,131072,24000000,281
val,000000001642,0,,-4.0,114440,131072,24000000,209
val,000000001643,0,,20.0,113984,131072,24000000,209
val,000000001644,0,,-20.0,111792,131072,24000000,209
val,000000001645,0,,12.0,110640,131072,24000000,209
val,000000001646,0,,-20.0,112952,131072,24000000,209
val,000000001647,0,,-12.0,112872,131072,24000000,209
val,000000001648,0,,4.0,114040,131072,24000000,209
val,000000001649,0,,-4.0,110832,131072,24000000,209
val,000000001650,0,,-20.0,111600,131072,24000000,209
val,000000001651,0,,4.0,113424,131072,24000000,209
val,000000001652,0,,-4.0,113688,131072,24000000,209
val,000000001653,1,FMCW,12.0,114520,131072,24000000,281
val,000000001654,0,,-20.0,112960,131072,24000000,209
val,000000001655,1,Frank,-4.0,114248,131072,24000000,281
val,000000001656,1,Barker,-4.0,112088,131072,24000000,281
val,000000001657,1,LFM,20.0,166744,131072,24000000,281
val,000000001658,0,,20.0,110896,131072,24000000,209
val,000000001659,1,FMCW,4.0,114296,131072,24000000,281
val,000000001660,1,Rect,-4.0,113624,131072,24000000,281
val,000000001661,1,Px,20.0,139112,131072,24000000,281
val,000000001662,0,,-4.0,111040,131072,24000000,209
val,000000001663,1,P4,20.0,122704,131072,24000000,281
val,000000001664,0,,4.0,112544,131072,24000000,209
val,000000001665,1,LFM,-4.0,113688,131072,24000000,281
val,000000001666,0,,-4.0,111592,131072,24000000,209
val,000000001667,0,,-20.0,112672,131072,24000000,209
val,000000001668,1,Frank,12.0,114512,131072,24000000,281
val,000000001669,1,FMCW,20.0,118112,131072,24000000,281
val,000000001670,1,Px,-20.0,136128,131072,24000000,281
val,000000001671,0,,-4.0,111520,131072,24000000,209
val,000000001672,1,Frank,20.0,157256,131072,24000000,281
val,000000001673,1,Frank,-20.0,108536,131072,24000000,281
val,000000001674,0,,4.0,113080,131072,24000000,209
val,000000001675,0,,4.0,114016,131072,24000000,209
val,000000001676,1,Px,-12.0,113152,131072,24000000,281
val,000000001677,1,P3,12.0,114968,131072,24000000,281
val,000000001678,1,Rect,12.0,117000,131072,24000000,281
val,000000001679,0,,12.0,112960,131072,24000000,209
val,000000001680,0,,12.0,114480,131072,24000000,209
val,000000001681,0,,12.0,112656,131072,24000000,209
val,000000001682,0,,4.0,113632,131072,24000000,209
val,000000001683,0,,12.0,112048,131072,24000000,209
val,000000001684,0,,-20.0,113768,131072,24000000,209
val,000000001685,1,P1,-12.0,116656,131072,24000000,281
val,000000001686,0,,-12.0,112320,131072,24000000,209
val,000000001687,0,,-4.0,111152,131072,24000000,209
val,000000001688,1,P1,12.0,117664,131072,24000000,281
val,000000001689,1,Px,-12.0,111392,131072,24000000,281
val,000000001690,1,P4,12.0,114392,131072,24000000,281
val,000000001691,1,Barker,-12.0,115424,131072,24000000,281
val,000000001692,0,,12.0,111576,131072,24000000,209
val,000000001693,1,Px,20.0,115576,131072,24000000,281
val,000000001694,1,P2,20.0,115056,131072,24000000,281
val,000000001695,0,,20.0,113896,131072,24000000,209
val,000000001696,1,LFM,4.0,114536,131072,24000000,281
val,000000001697,0,,-4.0,113576,131072,24000000,209
val,000000001698,1,LFM,-20.0,131824,131072,24000000,281
val,000000001699,1,Rect,-20.0,140528,131072,24000000,281
val,000000001700,0,,12.0,112928,131072,24000000,209
val,000000001701,0,,-4.0,112928,131072,24000000,209
val,000000001702,1,ZadoffChu,20.0,142568,131072,24000000,281
val,000000001703,1,Frank,4.0,114496,131072,24000000,281
val,000000001704,0,,-4.0,113592,131072,24000000,209
val,000000001705,1,Frank,-20.0,126720,131072,24000000,281
val,000000001706,0,,-4.0,113088,131072,24000000,209
val,000000001707,0,,-4.0,112032,131072,24000000,209
val,000000001708,1,P4,20.0,168840,131072,24000000,281
val,000000001709,0,,12.0,113928,131072,24000000,209
val,000000001710,0,,4.0,111864,131072,24000000,209
val,000000001711,1,ZadoffChu,4.0,115768,131072,24000000,281
val,000000001712,1,P1,4.0,113424,131072,24000000,281
val,000000001713,1,P4,-12.0,113296,131072,24000000,281
val,000000001714,0,,-4.0,113456,131072,24000000,209
val,000000001715,1,Px,12.0,116928,131072,24000000,281
val,000000001716,1,Rect,-12.0,113328,131072,24000000,281
val,000000001717,0,,-20.0,111696,131072,24000000,209
val,000000001718,1,P3,12.0,114544,131072,24000000,281
val,000000001719,1,P1,12.0,115824,131072,24000000,281
val,000000001720,0,,-20.0,113144,131072,24000000,209
val,000000001721,0,,4.0,112368,131072,24000000,209
val,000000001722,0,,-20.0,111352,131072,24000000,209
val,000000001723,0,,12.0,113464,131072,24000000,209
val,000000001724,0,,-20.0,114104,131072,24000000,209
val,000000001725,1,Barker,-12.0,135944,131072,24000000,281
val,000000001726,1,ZadoffChu,20.0,116664,131072,24000000,281
val,000000001727,0,,-4.0,111528,131072,24000000,209
val,000000001728,0,,-20.0,113640,131072,24000000,209
val,000000001729,1,ZadoffChu,-12.0,134104,131072,24000000,281
val,000000001730,0,,12.0,111952,131072,24000000,209
val,000000001731,0,,20.0,111912,131072,24000000,209
val,000000001732,1,P2,-12.0,118112,131072,24000000,281
val,000000001733,1,ZadoffChu,12.0,113544,131072,24000000,281
val,000000001734,1,Px,12.0,115424,131072,24000000,281
val,000000001735,0,,4.0,113576,131072,24000000,209
val,000000001736,1,LFM,12.0,116872,131072,24000000,281
val,000000001737,0,,-4.0,113440,131072,24000000,209
val,000000001738,1,FMCW,12.0,116200,131072,24000000,281
val,000000001739,1,FMCW,12.0,117968,131072,24000000,281
val,000000001740,0,,4.0,111432,131072,24000000,209
val,000000001741,0,,-4.0,113200,131072,24000000,209
val,000000001742,0,,-4.0,112416,131072,24000000,209
val,000000001743,1,Rect,-20.0,111400,131072,24000000,281
val,000000001744,0,,-20.0,111424,131072,24000000,209
val,000000001745,1,ZadoffChu,-4.0,113176,131072,24000000,281
val,000000001746,1,P4,-12.0,120104,131072,24000000,281
val,000000001747,1,Frank,-20.0,137960,131072,24000000,281
val,000000001748,1,ZadoffChu,20.0,115152,131072,24000000,281
val,000000001749,1,P3,20.0,114960,131072,24000000,281
val,000000001750,1,Px,12.0,115920,131072,24000000,281
val,000000001751,0,,20.0,113864,131072,24000000,209
val,000000001752,1,P1,20.0,116104,131072,24000000,281
val,000000001753,1,Frank,12.0,117224,131072,24000000,281
val,000000001754,1,P4,12.0,115240,131072,24000000,281
val,000000001755,0,,20.0,110816,131072,24000000,209
val,000000001756,1,FMCW,-12.0,112184,131072,24000000,281
val,000000001757,1,P1,20.0,116360,131072,24000000,281
val,000000001758,0,,-20.0,113872,131072,24000000,209
val,000000001759,0,,-12.0,114248,131072,24000000,209
val,000000001760,0,,-12.0,113504,131072,24000000,209
val,000000001761,1,Px,12.0,113584,131072,24000000,281
val,000000001762,0,,-12.0,113424,131072,24000000,209
val,000000001763,1,Px,-4.0,112120,131072,24000000,281
val,000000001764,0,,-4.0,113320,131072,24000000,209
val,000000001765,0,,-20.0,112560,131072,24000000,209
val,000000001766,1,Px,20.0,149288,131072,24000000,281
val,000000001767,0,,-20.0,113624,131072,24000000,209
val,000000001768,1,P3,-4.0,114416,131072,24000000,281
val,000000001769,0,,12.0,113600,131072,24000000,209
val,000000001770,0,,-12.0,114360,131072,24000000,209
val,000000001771,0,,4.0,113120,131072,24000000,209
val,000000001772,1,FMCW,-12.0,111352,131072,24000000,281
val,000000001773,0,,-12.0,110624,131072,24000000,209
val,000000001774,1,Barker,20.0,144176,131072,24000000,281
val,000000001775,0,,-20.0,112040,131072,24000000,209
val,000000001776,0,,4.0,114368,131072,24000000,209
val,000000001777,0,,-20.0,111576,131072,24000000,209
val,000000001778,1,LFM,-4.0,112744,131072,24000000,281
val,000000001779,1,P4,12.0,115376,131072,24000000,281
val,000000001780,1,P4,-4.0,113784,131072,24000000,281
val,000000001781,1,Barker,-4.0,115408,131072,24000000,281
val,000000001782,1,ZadoffChu,-12.0,127056,131072,24000000,281
val,000000001783,0,,20.0,110832,131072,24000000,209
val,000000001784,1,Frank,4.0,113912,131072,24000000,281
val,000000001785,0,,4.0,111592,131072,24000000,209
val,000000001786,0,,20.0,112384,131072,24000000,209
val,000000001787,1,Rect,20.0,155696,131072,24000000,281
val,000000001788,1,Frank,-12.0,124688,131072,24000000,281
val,000000001789,0,,12.0,113056,131072,24000000,209
val,000000001790,1,Rect,12.0,141008,131072,24000000,281
val,000000001791,1,LFM,20.0,161936,131072,24000000,281
val,000000001792,0,,4.0,113192,131072,24000000,209
val,000000001793,0,,-20.0,113136,131072,24000000,209
val,000000001794,1,P1,12.0,116248,131072,24000000,281
val,000000001795,0,,-12.0,112728,131072,24000000,209
val,000000001796,0,,-20.0,113656,131072,24000000,209
val,000000001797,0,,-4.0,111304,131072,24000000,209
val,000000001798,0,,4.0,111728,131072,24000000,209
val,000000001799,1,P3,20.0,145520,131072,24000000,281
val,000000001800,0,,12.0,112888,131072,24000000,209
val,000000001801,1,P4,-4.0,113144,131072,24000000,281
val,000000001802,1,Px,20.0,116960,131072,24000000,281
val,000000001803,0,,-4.0,112800,131072,24000000,209
val,000000001804,1,P1,-20.0,108776,131072,24000000,281
val,000000001805,1,ZadoffChu,12.0,114712,131072,24000000,281
val,000000001806,1,Px,4.0,113952,131072,24000000,281
val,000000001807,0,,-20.0,111192,131072,24000000,209
val,000000001808,1,P3,-12.0,113600,131072,24000000,281
val,000000001809,1,Barker,12.0,115464,131072,24000000,281
val,000000001810,0,,4.0,112640,131072,24000000,209
val,000000001811,1,Px,20.0,115152,131072,24000000,281
val,000000001812,0,,-20.0,113280,131072,24000000,209
val,000000001813,0,,-4.0,113128,131072,24000000,209
val,000000001814,1,P4,-12.0,115544,131072,24000000,281
val,000000001815,1,P1,-12.0,111048,131072,24000000,281
val,000000001816,0,,-4.0,111536,131072,24000000,209
val,000000001817,0,,-20.0,112536,131072,24000000,209
val,000000001818,1,Rect,20.0,152400,131072,24000000,281
val,000000001819,0,,-12.0,113088,131072,24000000,209
val,000000001820,1,P4,20.0,155424,131072,24000000,281
val,000000001821,1,P2,20.0,163216,131072,24000000,281
val,000000001822,1,P1,-4.0,113664,131072,24000000,281
val,000000001823,0,,20.0,111920,131072,24000000,209
val,000000001824,0,,-20.0,112104,131072,24000000,209
val,000000001825,1,Px,4.0,113256,131072,24000000,281
val,000000001826,1,Frank,-20.0,135280,131072,24000000,281
val,000000001827,0,,4.0,111720,131072,24000000,209
val,000000001828,0,,-20.0,113816,131072,24000000,209
val,000000001829,1,Rect,-12.0,118312,131072,24000000,281
val,000000001830,1,LFM,-4.0,113304,131072,24000000,281
val,000000001831,1,FMCW,20.0,123120,131072,24000000,281
val,000000001832,0,,12.0,112760,131072,24000000,209
val,000000001833,0,,-4.0,113664,131072,24000000,209
val,000000001834,0,,12.0,114008,131072,24000000,209
val,000000001835,0,,-20.0,112840,131072,24000000,209
val,000000001836,0,,-4.0,112216,131072,24000000,209
val,000000001837,0,,-12.0,112680,131072,24000000,209
val,000000001838,0,,12.0,113448,131072,24000000,209
val,000000001839,1,ZadoffChu,4.0,115096,131072,24000000,281
val,000000001840,0,,20.0,113312,131072,24000000,209
val,000000001841,0,,4.0,111328,131072,24000000,209
val,000000001842,0,,12.0,112024,131072,24000000,209
val,000000001843,1,P4,12.0,114320,131072,24000000,281
val,000000001844,1,P4,-12.0,136536,131072,24000000,281
val,000000001845,0,,12.0,113584,131072,24000000,209
val,000000001846,1,P4,12.0,115576,131072,24000000,281
val,000000001847,0,,12.0,113232,131072,24000000,209
val,000000001848,0,,-12.0,112448,131072,24000000,209
val,000000001849,1,Rect,20.0,149592,131072,24000000,281
val,000000001850,0,,4.0,112000,131072,24000000,209
val,000000001851,0,,-20.0,113776,131072,24000000,209
val,000000001852,0,,4.0,112888,131072,24000000,209
val,000000001853,0,,20.0,113560,131072,24000000,209
val,000000001854,1,Frank,12.0,115520,131072,24000000,281
val,000000001855,0,,20.0,111800,131072,24000000,209
val,000000001856,1,FMCW,4.0,118168,131072,24000000,281
val,000000001857,0,,-20.0,113896,131072,24000000,209
val,000000001858,1,LFM,4.0,114696,131072,24000000,281
val,000000001859,1,P4,20.0,115240,131072,24000000,281
val,000000001860,1,P3,4.0,113600,131072,24000000,281
val,000000001861,1,P1,-12.0,138264,131072,24000000,281
val,000000001862,1,P2,20.0,118104,131072,24000000,281
val,000000001863,1,P1,12.0,117536,131072,24000000,281
val,000000001864,1,Barker,4.0,113488,131072,24000000,281
val,000000001865,1,FMCW,4.0,116848,131072,24000000,281
val,000000001866,1,P4,20.0,129912,131072,24000000,281
val,000000001867,0,,20.0,114104,131072,24000000,209
val,000000001868,0,,-12.0,113272,131072,24000000,209
val,000000001869,1,Barker,-4.0,113616,131072,24000000,281
val,000000001870,1,LFM,-4.0,114936,131072,24000000,281
val,000000001871,0,,20.0,113336,131072,24000000,209
val,000000001872,1,Px,-4.0,111888,131072,24000000,281
val,000000001873,1,Barker,12.0,117280,131072,24000000,281
val,000000001874,0,,4.0,114328,131072,24000000,209
val,000000001875,0,,-12.0,111400,131072,24000000,209
val,000000001876,1,Rect,-20.0,139096,131072,24000000,281
val,000000001877,1,Px,4.0,114168,131072,24000000,281
val,000000001878,0,,-12.0,112952,131072,24000000,209
val,000000001879,1,P4,-4.0,114400,131072,24000000,281
val,000000001880,0,,4.0,111664,131072,24000000,209
val,000000001881,0,,20.0,112016,131072,24000000,209
val,000000001882,0,,4.0,112504,131072,24000000,209
val,000000001883,0,,-12.0,113840,131072,24000000,209
val,000000001884,1,P1,-4.0,113856,131072,24000000,281
val,000000001885,1,FMCW,4.0,114080,131072,24000000,281
val,000000001886,0,,4.0,111288,131072,24000000,209
val,000000001887,1,P1,-12.0,127728,131072,24000000,281
val,000000001888,1,LFM,12.0,118120,131072,24000000,281
val,000000001889,1,ZadoffChu,20.0,128928,131072,24000000,281
val,000000001890,1,P4,-20.0,135152,131072,24000000,281
val,000000001891,0,,-4.0,112032,131072,24000000,209
val,000000001892,0,,-12.0,112016,131072,24000000,209
val,000000001893,0,,12.0,112920,131072,24000000,209
val,000000001894,1,P3,-4.0,112904,131072,24000000,281
val,000000001895,0,,-20.0,113408,131072,24000000,209
val,000000001896,1,P1,12.0,115960,131072,24000000,281
val,000000001897,1,Rect,20.0,118744,131072,24000000,281
val,000000001898,0,,-12.0,113752,131072,24000000,209
val,000000001899,1,P2,-20.0,125176,131072,24000000,281
val,000000001900,1,P2,-12.0,111576,131072,24000000,281
val,000000001901,1,P4,-12.0,140736,131072,24000000,281
val,000000001902,0,,12.0,114032,131072,24000000,209
val,000000001903,0,,12.0,113376,131072,24000000,209
val,000000001904,1,ZadoffChu,-20.0,137136,131072,24000000,281
val,000000001905,0,,-12.0,111648,131072,24000000,209
val,000000001906,0,,4.0,112160,131072,24000000,209
val,000000001907,1,P3,20.0,141200,131072,24000000,281
val,000000001908,0,,-20.0,110512,131072,24000000,209
val,000000001909,0,,-20.0,111592,131072,24000000,209
val,000000001910,1,Px,-20.0,108584,131072,24000000,281
val,000000001911,0,,-4.0,113984,131072,24000000,209
val,000000001912,0,,12.0,110528,131072,24000000,209
val,000000001913,1,P1,20.0,158904,131072,24000000,281
val,000000001914,0,,20.0,112360,131072,24000000,209
val,000000001915,1,Barker,-12.0,119352,131072,24000000,281
val,000000001916,0,,12.0,112704,131072,24000000,209
val,000000001917,0,,4.0,110728,131072,24000000,209
val,000000001918,1,Rect,-12.0,112888,131072,24000000,281
val,000000001919,1,Px,-20.0,131808,131072,24000000,281
val,000000001920,0,,-12.0,112280,131072,24000000,209
val,000000001921,1,FMCW,-12.0,124800,131072,24000000,281
val,000000001922,1,Px,20.0,116504,131072,24000000,281
val,000000001923,1,P4,20.0,117040,131072,24000000,281
val,000000001924,0,,12.0,112144,131072,24000000,209
val,000000001925,1,P4,-20.0,128936,131072,24000000,281
val,000000001926,1,Px,-12.0,112496,131072,24000000,281
val,000000001927,0,,-20.0,112800,131072,24000000,209
val,000000001928,0,,-12.0,113512,131072,24000000,209
val,000000001929,1,P4,-12.0,111856,131072,24000000,281
val,000000001930,1,LFM,4.0,114216,131072,24000000,281
val,000000001931,1,Rect,12.0,115784,131072,24000000,281
val,000000001932,1,FMCW,-12.0,110440,131072,24000000,281
val,000000001933,0,,-12.0,113920,131072,24000000,209
val,000000001934,0,,-4.0,112504,131072,24000000,209
val,000000001935,0,,20.0,112880,131072,24000000,209
val,000000001936,0,,-4.0,113704,131072,24000000,209
val,000000001937,1,ZadoffChu,20.0,151728,131072,24000000,281
val,000000001938,0,,20.0,110880,131072,24000000,209
val,000000001939,0,,20.0,113288,131072,24000000,209
val,000000001940,1,P1,-4.0,112544,131072,24000000,281
val,000000001941,1,P1,-20.0,126424,131072,24000000,281
val,000000001942,0,,-12.0,113928,131072,24000000,209
val,000000001943,1,LFM,-4.0,112184,131072,24000000,281
val,000000001944,1,ZadoffChu,12.0,114672,131072,24000000,281
val,000000001945,1,Px,20.0,141024,131072,24000000,281
val,000000001946,1,ZadoffChu,-12.0,116008,131072,24000000,281
val,000000001947,1,ZadoffChu,-20.0,108840,131072,24000000,281
val,000000001948,1,LFM,12.0,117040,131072,24000000,281
val,000000001949,1,P3,-12.0,121984,131072,24000000,281
val,000000001950,0,,4.0,112488,131072,24000000,209
val,000000001951,0,,20.0,113208,131072,24000000,209
val,000000001952,0,,-20.0,112400,131072,24000000,209
val,000000001953,0,,-4.0,113280,131072,24000000,209
val,000000001954,1,Barker,4.0,115600,131072,24000000,281
val,000000001955,1,ZadoffChu,12.0,116976,131072,24000000,281
val,000000001956,1,P1,-12.0,111536,131072,24000000,281
val,000000001957,0,,-4.0,113904,131072,24000000,209
val,000000001958,1,Barker,-12.0,135184,131072,24000000,281
val,000000001959,1,P4,-12.0,120408,131072,24000000,281
val,000000001960,0,,4.0,113088,131072,24000000,209
val,000000001961,1,P1,-12.0,136504,131072,24000000,281
val,000000001962,1,FMCW,12.0,114216,131072,24000000,281
val,000000001963,0,,-20.0,114064,131072,24000000,209
val,000000001964,1,FMCW,-12.0,138072,131072,24000000,281
val,000000001965,1,P3,4.0,114696,131072,24000000,281
val,000000001966,0,,12.0,112800,131072,24000000,209
val,000000001967,1,Frank,-20.0,137256,131072,24000000,281
val,000000001968,0,,20.0,113280,131072,24000000,209
val,000000001969,0,,-20.0,112400,131072,24000000,209
val,000000001970,1,P3,12.0,116712,131072,24000000,281
val,000000001971,1,P3,-4.0,114584,131072,24000000,281
val,000000001972,1,P3,20.0,114768,131072,24000000,281
val,000000001973,1,P1,4.0,113864,131072,24000000,281
val,000000001974,1,Frank,-20.0,110120,131072,24000000,281
val,000000001975,0,,-20.0,113080,131072,24000000,209
val,000000001976,0,,-12.0,112184,131072,24000000,209
val,000000001977,0,,12.0,113768,131072,24000000,209
val,000000001978,1,P4,12.0,115048,131072,24000000,281
val,000000001979,0,,20.0,110152,131072,24000000,209
val,000000001980,0,,-4.0,110912,131072,24000000,209
val,000000001981,1,Frank,-20.0,136016,131072,24000000,281
val,000000001982,1,P4,-20.0,109168,131072,24000000,281
val,000000001983,0,,-20.0,113168,131072,24000000,209
val,000000001984,0,,-4.0,112960,131072,24000000,209
val,000000001985,0,,20.0,112944,131072,24000000,209
val,000000001986,1,Frank,-4.0,115200,131072,24000000,281
val,000000001987,0,,4.0,110128,131072,24000000,209
val,000000001988,0,,12.0,111112,131072,24000000,209
val,000000001989,0,,-12.0,110520,131072,24000000,209
val,000000001990,1,Barker,-12.0,111928,131072,24000000,281
val,000000001991,1,P1,20.0,139184,131072,24000000,281
val,000000001992,0,,4.0,112216,131072,24000000,209
val,000000001993,1,P1,4.0,114600,131072,24000000,281
val,000000001994,0,,12.0,110664,131072,24000000,209
val,000000001995,1,FMCW,-12.0,117496,131072,24000000,281
val,000000001996,1,P2,-12.0,138352,131072,24000000,281
val,000000001997,0,,-4.0,112544,131072,24000000,209
val,000000001998,0,,4.0,112168,131072,24000000,209
val,000000001999,0,,4.0,111848,131072,24000000,209
val,000000002000,0,,-4.0,112752,131072,24000000,209
val,000000002001,0,,-12.0,111944,131072,24000000,209
val,000000002002,1,P1,4.0,114040,131072,24000000,281
val,000000002003,0,,20.0,112240,131072,24000000,209
val,000000002004,0,,-4.0,114008,131072,24000000,209
val,000000002005,1,Barker,-12.0,127536,131072,24000000,281
val,000000002006,0,,-4.0,113832,131072,24000000,209
val,000000002007,0,,4.0,113640,131072,24000000,209
val,000000002008,1,FMCW,4.0,117088,131072,24000000,281
val,000000002009,1,Frank,4.0,113560,131072,24000000,281
val,000000002010,0,,-4.0,113920,131072,24000000,209
val,000000002011,0,,-4.0,112072,131072,24000000,209
val,000000002012,1,P2,4.0,116024,131072,24000000,281
val,000000002013,1,Barker,12.0,114232,131072,24000000,281
val,000000002014,0,,4.0,114080,131072,24000000,209
val,000000002015,0,,20.0,113344,131072,24000000,209
val,000000002016,0,,20.0,113432,131072,24000000,209
val,000000002017,0,,4.0,111520,131072,24000000,209
val,000000002018,1,Px,-20.0,136016,131072,24000000,281
val,000000002019,1,Rect,-12.0,110144,131072,24000000,281
val,000000002020,1,Rect,20.0,139512,131072,24000000,281
val,000000002021,1,P2,-4.0,112720,131072,24000000,281
val,000000002022,1,P3,4.0,113848,131072,24000000,281
val,000000002023,0,,4.0,112024,131072,24000000,209
val,000000002024,0,,4.0,112112,131072,24000000,209
val,000000002025,0,,-4.0,113664,131072,24000000,209
val,000000002026,0,,20.0,110560,131072,24000000,209
val,000000002027,1,LFM,-20.0,138584,131072,24000000,281
val,000000002028,1,P2,-4.0,113920,131072,24000000,281
val,000000002029,1,FMCW,20.0,116624,131072,24000000,281
val,000000002030,0,,4.0,114096,131072,24000000,209
val,000000002031,1,Px,20.0,143640,131072,24000000,281
val,000000002032,1,Px,4.0,114408,131072,24000000,281
val,000000002033,1,Frank,4.0,114592,131072,24000000,281
val,000000002034,1,P2,20.0,117344,131072,24000000,281
val,000000002035,0,,-4.0,113736,131072,24000000,209
val,000000002036,0,,-4.0,113192,131072,24000000,209
val,000000002037,0,,-4.0,110608,131072,24000000,209
val,000000002038,1,ZadoffChu,12.0,114912,131072,24000000,281
val,000000002039,1,ZadoffChu,-20.0,110168,131072,24000000,281
val,000000002040,1,FMCW,-20.0,113480,131072,24000000,281
val,000000002041,1,Frank,4.0,113808,131072,24000000,281
val,000000002042,0,,-12.0,113584,131072,24000000,209
val,000000002043,0,,12.0,111368,131072,24000000,209
val,000000002044,1,P3,4.0,115384,131072,24000000,281
val,000000002045,1,P2,-20.0,136248,131072,24000000,281
val,000000002046,1,P1,20.0,115784,131072,24000000,281
val,000000002047,0,,-20.0,113048,131072,24000000,209
val,000000002048,0,,-12.0,113536,131072,24000000,209
val,000000002049,0,,-20.0,113832,131072,24000000,209
val,000000002050,1,P3,20.0,115200,131072,24000000,281
val,000000002051,1,Rect,-20.0,135936,131072,24000000,281
val,000000002052,1,P2,12.0,114976,131072,24000000,281
val,000000002053,1,P2,4.0,112952,131072,24000000,281
val,000000002054,1,LFM,-4.0,112928,131072,24000000,281
val,000000002055,1,Px,4.0,114416,131072,24000000,281
val,000000002056,0,,-20.0,111944,131072,24000000,209
val,000000002057,0,,20.0,112200,131072,24000000,209
val,000000002058,0,,-12.0,111008,131072,24000000,209
val,000000002059,0,,4.0,112272,131072,24000000,209
val,000000002060,0,,-12.0,112192,131072,24000000,209
val,000000002061,1,P4,-4.0,111512,131072,24000000,281
val,000000002062,0,,-20.0,110632,131072,24000000,209
val,000000002063,0,,-20.0,112376,131072,24000000,209
val,000000002064,1,Frank,-12.0,125952,131072,24000000,281
val,000000002065,0,,-20.0,111008,131072,24000000,209
val,000000002066,1,Px,12.0,116248,131072,24000000,281
val,000000002067,0,,-12.0,113944,131072,24000000,209
val,000000002068,1,Rect,-4.0,113608,131072,24000000,281
val,000000002069,1,Barker,12.0,117264,131072,24000000,281
val,000000002070,0,,-20.0,113616,131072,24000000,209
val,000000002071,0,,12.0,111952,131072,24000000,209
val,000000002072,1,P2,-4.0,112016,131072,24000000,281
val,000000002073,1,P3,-4.0,115808,131072,24000000,281
val,000000002074,1,FMCW,-12.0,109640,131072,24000000,281
val,000000002075,0,,-12.0,113728,131072,24000000,209
val,000000002076,0,,4.0,113248,131072,24000000,209
val,000000002077,1,LFM,-12.0,112152,131072,24000000,281
val,000000002078,1,P1,-4.0,114504,131072,24000000,281
val,000000002079,1,ZadoffChu,-20.0,136552,131072,24000000,281
val,000000002080,1,P3,20.0,165800,131072,24000000,281
val,000000002081,0,,-12.0,112256,131072,24000000,209
val,000000002082,0,,-20.0,112152,131072,24000000,209
val,000000002083,1,Rect,-4.0,113568,131072,24000000,281
val,000000002084,1,Frank,4.0,113680,131072,24000000,281
val,000000002085,1,Rect,12.0,115728,131072,24000000,281
val,000000002086,0,,-20.0,112584,131072,24000000,209
val,000000002087,1,P3,-4.0,111424,131072,24000000,281
val,000000002088,1,P4,-12.0,111512,131072,24000000,281
val,000000002089,0,,12.0,113768,131072,24000000,209
val,000000002090,0,,-20.0,113520,131072,24000000,209
val,000000002091,0,,12.0,111696,131072,24000000,209
val,000000002092,1,P4,20.0,134040,131072,24000000,281
val,000000002093,1,Frank,-4.0,113432,131072,24000000,281
val,000000002094,0,,-12.0,113304,131072,24000000,209
val,000000002095,1,P3,4.0,114480,131072,24000000,281
val,000000002096,0,,20.0,112920,131072,24000000,209
val,000000002097,1,P3,12.0,115232,131072,24000000,281
val,000000002098,0,,12.0,112168,131072,24000000,209
val,000000002099,1,P1,12.0,117624,131072,24000000,281
val,000000002100,0,,-20.0,113456,131072,24000000,209
val,000000002101,1,Barker,12.0,114120,131072,24000000,281
val,000000002102,1,ZadoffChu,12.0,114784,131072,24000000,281
val,000000002103,0,,-12.0,112760,131072,24000000,209
val,000000002104,0,,-4.0,113304,131072,24000000,209
val,000000002105,1,LFM,-4.0,112304,131072,24000000,281
val,000000002106,1,P2,20.0,118608,131072,24000000,281
val,000000002107,1,ZadoffChu,-12.0,121608,131072,24000000,281
val,000000002108,1,Rect,20.0,114872,131072,24000000,281
val,000000002109,1,P2,4.0,114000,131072,24000000,281
val,000000002110,0,,4.0,113888,131072,24000000,209
val,000000002111,0,,-20.0,112608,131072,24000000,209
val,000000002112,0,,12.0,110240,131072,24000000,209
val,000000002113,1,Rect,-12.0,113688,131072,24000000,281
val,000000002114,1,Rect,-12.0,112688,131072,24000000,281
val,000000002115,1,Px,20.0,137952,131072,24000000,281
val,000000002116,1,LFM,-12.0,111704,131072,24000000,281
val,000000002117,1,Rect,4.0,113536,131072,24000000,281
